Transaction_ID,Date,Customer_ID,Gender,Age,Category,Sub-Category,Quantity,Unit_Price,Cost_Price,Total_Sales,Total Cost,Region,Opening_Inventory,Closing_Inventory,Profit,Profit_Margin,Average_Inventory,Inventory_Days,Month,Season,Slow_Moving,Overstocked
T00370,2023-07-17,CUST658,Female,31.0,Electronics,Mobiles,4,592,445.0,2368,1780,Uttar Pradesh,193,189,588,24.83108108108108,191.0,2.5004222972972974,7,Summer,False,False
T00371,2023-11-21,CUST604,Male,27.0,Beauty,Makeup,2,343,249.0,686,498,Delhi,143,141,188,27.405247813411076,142.0,6.209912536443149,11,Fall,False,False
T00372,2023-09-11,CUST729,Male,23.0,Electronics,Mobiles,1,1324,937.0,1324,937,Gujarat,196,195,387,29.229607250755286,195.5,4.4297583081570995,9,Fall,False,False
T00373,2023-02-04,CUST401,Male,43.0,Clothing,Shirts,3,564,439.0,1692,1317,Karnataka,98,95,375,22.163120567375884,96.5,1.5969267139479906,2,Winter,False,False
T00374,2023-03-15,CUST803,Male,22.0,Sports,Outdoor,4,249,220.0,996,880,Delhi,88,84,116,11.646586345381527,86.0,2.6767068273092365,3,Spring,False,False
T00375,2023-05-09,CUST891,Male,53.0,Sports,Outdoor,2,180,152.0,360,304,Uttar Pradesh,157,155,56,15.555555555555555,156.0,13.433333333333334,5,Spring,True,False
T00376,2023-07-07,CUST668,Male,48.0,Electronics,Laptops,4,1025,691.0,4100,2764,Uttar Pradesh,157,153,1336,32.58536585365854,155.0,1.1719512195121953,7,Summer,False,False
T00377,2023-04-16,CUST513,Male,39.0,Electronics,Mobiles,4,421,348.0,1684,1392,Tamil Nadu,63,59,292,17.339667458432302,61.0,1.0866983372921615,4,Spring,False,False
T00378,2023-04-30,CUST947,Female,33.0,Electronics,Accessories,2,699,486.0,1398,972,Maharashtra,119,117,426,30.472103004291846,118.0,2.532188841201717,4,Spring,False,False
T00379,2023-02-13,CUST940,Female,53.0,Beauty,Skincare,4,191,142.0,764,568,Gujarat,156,152,196,25.654450261780106,154.0,5.643979057591623,2,Winter,False,False
T00380,2023-01-21,CUST295,Male,50.0,Sports,Outdoor,3,602,413.0,1806,1239,Uttar Pradesh,197,194,567,31.3953488372093,195.5,3.3557585825027685,1,Winter,False,False
T00381,2023-05-23,CUST298,Female,38.0,Home & Kitchen,Decor,2,1196,845.0,2392,1690,Karnataka,191,189,702,29.347826086956523,190.0,2.4623745819397995,5,Spring,False,False
T00382,2023-11-09,CUST264,Male,38.0,Sports,Fitness,2,320,230.0,640,460,Gujarat,98,96,180,28.125,97.0,4.546875,11,Fall,False,False
T00383,2023-12-11,CUST952,Male,29.0,Clothing,Jeans,1,294,265.0,294,265,Gujarat,166,165,29,9.863945578231291,165.5,17.450680272108844,12,Winter,True,False
T00384,2023-07-15,CUST994,Female,59.0,Home & Kitchen,Cookware,1,1146,866.0,1146,866,Uttar Pradesh,130,129,280,24.43280977312391,129.5,3.5030541012216405,7,Summer,False,False
T00385,2023-06-01,CUST672,Male,51.0,Beauty,Skincare,4,846,751.0,3384,3004,Tamil Nadu,135,131,380,11.229314420803782,133.0,1.1790780141843973,6,Summer,False,False
T00386,2023-06-26,CUST628,Female,51.0,Home & Kitchen,Cookware,2,437,304.0,874,608,Uttar Pradesh,123,121,266,30.434782608695656,122.0,4.187643020594966,6,Summer,False,False
T00387,2023-12-07,CUST616,Female,19.0,Electronics,Accessories,2,1183,865.0,2366,1730,Tamil Nadu,147,145,636,26.88081149619611,146.0,1.9129332206255283,12,Winter,False,False
T00388,2023-05-24,CUST979,Male,56.0,Beauty,Skincare,2,511,362.0,1022,724,Gujarat,87,85,298,29.158512720156555,86.0,2.608610567514677,5,Spring,False,False
T00389,2023-02-28,CUST749,Female,52.0,Clothing,Jackets,4,1058,815.0,4232,3260,Uttar Pradesh,81,77,972,22.967863894139885,79.0,0.5226843100189036,2,Winter,False,False
T00390,2023-10-04,CUST631,Female,43.0,Home & Kitchen,Decor,3,1097,783.0,3291,2349,Tamil Nadu,192,189,942,28.62351868732908,190.5,1.7944393801276208,10,Fall,False,False
T00391,2023-08-20,CUST312,Male,32.0,Clothing,Shirts,2,295,245.0,590,490,Delhi,174,172,100,16.94915254237288,173.0,9.089830508474577,8,Summer,True,False
T00392,2023-06-17,CUST157,Male,45.0,Sports,Sportswear,2,795,602.0,1590,1204,Tamil Nadu,180,178,386,24.27672955974843,179.0,3.3773584905660377,6,Summer,False,False
T00393,2023-02-13,CUST196,Male,59.0,Sports,Fitness,4,1022,819.0,4088,3276,Karnataka,72,68,812,19.863013698630137,70.0,0.4794520547945205,2,Winter,False,False
T00394,2023-03-30,CUST478,Female,36.0,Sports,Sportswear,1,1144,968.0,1144,968,Delhi,123,122,176,15.384615384615385,122.5,3.3194930069930066,3,Spring,False,False
T00395,2023-01-08,CUST607,Male,45.0,Beauty,Haircare,1,839,620.0,839,620,Gujarat,104,103,219,26.102502979737785,103.5,3.8241954707985695,1,Winter,False,False
T00396,2023-02-16,CUST337,Female,57.0,Home & Kitchen,Furniture,2,334,242.0,668,484,Uttar Pradesh,61,59,184,27.54491017964072,60.0,2.5149700598802394,2,Winter,False,False
T00397,2023-09-20,CUST947,Male,20.0,Home & Kitchen,Cookware,1,1108,916.0,1108,916,Maharashtra,89,88,192,17.328519855595665,88.5,2.3962093862815887,9,Fall,False,False
T00398,2023-08-08,CUST228,Female,25.0,Beauty,Skincare,1,1085,759.0,1085,759,Gujarat,150,149,326,30.046082949308754,149.5,4.271428571428571,8,Summer,False,False
T00399,2023-09-17,CUST465,Female,36.0,Clothing,T-Shirts,4,287,206.0,1148,824,Karnataka,168,164,324,28.222996515679444,166.0,4.337979094076655,9,Fall,False,False
T00400,2023-01-16,CUST228,Male,38.0,Beauty,Skincare,2,783,671.0,1566,1342,Delhi,151,149,224,14.303959131545337,150.0,2.9693486590038316,1,Winter,False,False
T00401,2023-08-11,CUST670,Male,44.0,Sports,Fitness,1,792,604.0,792,604,Gujarat,74,73,188,23.737373737373737,73.5,2.8768939393939394,8,Summer,False,False
T00402,2023-06-03,CUST481,Male,22.0,Home & Kitchen,Decor,3,388,269.0,1164,807,Gujarat,165,162,357,30.670103092783506,163.5,4.213917525773196,6,Summer,False,False
T00403,2023-05-14,CUST310,Female,28.0,Home & Kitchen,Furniture,2,1078,839.0,2156,1678,Karnataka,180,178,478,22.17068645640074,179.0,2.573747680890538,5,Spring,False,False
T00404,2023-03-17,CUST575,Male,47.0,Sports,Outdoor,2,366,320.0,732,640,Karnataka,83,81,92,12.568306010928962,82.0,3.472677595628415,3,Spring,False,False
T00405,2023-02-10,CUST406,Female,35.0,Electronics,Laptops,2,831,652.0,1662,1304,Gujarat,177,175,358,21.540312876052948,176.0,2.9651022864019256,2,Winter,False,False
T00406,2023-05-30,CUST372,Female,22.0,Home & Kitchen,Cookware,4,782,524.0,3128,2096,Uttar Pradesh,82,78,1032,32.992327365728904,80.0,0.7928388746803069,5,Spring,False,False
T00407,2023-07-31,CUST992,Female,33.0,Home & Kitchen,Decor,2,540,393.0,1080,786,Karnataka,96,94,294,27.22222222222222,95.0,2.726851851851852,7,Summer,False,False
T00408,2023-07-20,CUST759,Male,18.0,Electronics,Laptops,4,187,165.0,748,660,Karnataka,116,112,88,11.76470588235294,114.0,4.724598930481283,7,Summer,True,False
T00409,2023-01-04,CUST541,Male,42.0,Sports,Fitness,3,444,375.0,1332,1125,Uttar Pradesh,106,103,207,15.54054054054054,104.5,2.432057057057057,1,Winter,False,False
T00410,2023-04-27,CUST401,Male,31.0,Electronics,Mobiles,4,1243,884.0,4972,3536,Karnataka,148,144,1436,28.881737731295253,146.0,0.8809332260659695,4,Spring,False,False
T00411,2023-09-09,CUST944,Female,32.0,Home & Kitchen,Cookware,2,994,686.0,1988,1372,Delhi,140,138,616,30.985915492957744,139.0,2.097585513078471,9,Fall,False,False
T00412,2023-12-20,CUST987,Female,55.0,Electronics,Accessories,2,1158,878.0,2316,1756,Karnataka,84,82,560,24.179620034542314,83.0,1.1109671848013818,12,Winter,False,False
T00413,2023-05-27,CUST641,Male,31.0,Sports,Outdoor,3,536,480.0,1608,1440,Karnataka,137,134,168,10.44776119402985,135.5,2.6122512437810945,5,Spring,False,False
T00414,2023-09-27,CUST253,Female,55.0,Electronics,Laptops,3,297,215.0,891,645,Uttar Pradesh,159,156,246,27.609427609427613,157.5,5.303030303030303,9,Fall,False,False
T00415,2023-10-02,CUST812,Male,45.0,Sports,Sportswear,4,1326,984.0,5304,3936,Maharashtra,122,118,1368,25.791855203619914,120.0,0.7013574660633485,10,Fall,False,False
T00416,2023-09-08,CUST735,Male,36.0,Home & Kitchen,Decor,3,599,505.0,1797,1515,Uttar Pradesh,110,107,282,15.692821368948248,108.5,1.8113522537562605,9,Fall,False,False
T00417,2023-06-13,CUST564,Female,47.0,Electronics,Mobiles,1,143,111.0,143,111,Gujarat,138,137,32,22.377622377622377,137.5,28.846153846153847,6,Summer,True,False
T00418,2023-05-22,CUST302,Male,52.0,Beauty,Makeup,1,517,370.0,517,370,Tamil Nadu,117,116,147,28.433268858800776,116.5,6.9854932301740815,5,Spring,True,False
T00419,2023-09-21,CUST613,Male,58.0,Clothing,Jackets,1,924,634.0,924,634,Tamil Nadu,176,175,290,31.38528138528138,175.5,5.698051948051948,9,Fall,False,False
T00420,2023-09-12,CUST794,Female,33.0,Beauty,Makeup,1,1037,854.0,1037,854,Uttar Pradesh,61,60,183,17.647058823529413,60.5,1.7502410800385726,9,Fall,False,False
T00421,2023-02-04,CUST878,Female,38.0,Home & Kitchen,Decor,3,832,693.0,2496,2079,Karnataka,150,147,417,16.706730769230766,148.5,1.6658653846153846,2,Winter,False,False
T00422,2023-06-21,CUST300,Female,26.0,Clothing,T-Shirts,4,993,882.0,3972,3528,Uttar Pradesh,114,110,444,11.178247734138973,112.0,0.8459214501510574,6,Summer,False,False
T00423,2023-01-08,CUST400,Female,40.0,Home & Kitchen,Cookware,3,255,174.0,765,522,Uttar Pradesh,96,93,243,31.76470588235294,94.5,3.8294117647058825,1,Winter,False,False
T00424,2023-01-15,CUST972,Female,36.0,Clothing,T-Shirts,2,290,248.0,580,496,Karnataka,70,68,84,14.482758620689657,69.0,3.6879310344827583,1,Winter,False,False
T00425,2023-11-03,CUST649,Female,37.0,Electronics,Accessories,1,875,732.0,875,732,Uttar Pradesh,141,140,143,16.34285714285714,140.5,4.817142857142857,11,Fall,True,False
T00426,2023-01-28,CUST871,Female,39.0,Clothing,Jackets,4,733,539.0,2932,2156,Tamil Nadu,140,136,776,26.46657571623465,138.0,1.4590723055934516,1,Winter,False,False
T00427,2023-12-27,CUST868,Female,25.0,Sports,Fitness,3,679,466.0,2037,1398,Karnataka,194,191,639,31.36966126656848,192.5,2.9295532646048112,12,Winter,False,False
T00428,2023-03-02,CUST879,Female,23.0,Sports,Sportswear,2,1096,917.0,2192,1834,Delhi,155,153,358,16.33211678832117,154.0,2.177919708029197,3,Spring,False,False
T00429,2023-04-03,CUST720,Female,52.0,Electronics,Accessories,4,669,523.0,2676,2092,Maharashtra,133,129,584,21.823617339312406,131.0,1.468609865470852,4,Spring,False,False
T00430,2023-11-08,CUST788,Male,30.0,Home & Kitchen,Decor,1,116,105.0,116,105,Karnataka,185,184,11,9.482758620689655,184.5,47.71551724137931,11,Fall,True,False
T00431,2023-02-12,CUST503,Male,50.0,Electronics,Accessories,2,659,517.0,1318,1034,Gujarat,111,109,284,21.547799696509866,110.0,2.3368740515933233,2,Winter,False,False
T00432,2023-04-16,CUST462,Female,58.0,Home & Kitchen,Furniture,1,1014,835.0,1014,835,Delhi,66,65,179,17.65285996055227,65.5,1.9378698224852073,4,Spring,False,False
T00433,2023-12-10,CUST888,Female,56.0,Home & Kitchen,Furniture,3,1151,887.0,3453,2661,Maharashtra,60,57,792,22.936576889661165,58.5,0.5251954821894005,12,Winter,False,False
T00434,2023-05-27,CUST432,Female,18.0,Beauty,Makeup,4,606,480.0,2424,1920,Gujarat,158,154,504,20.792079207920793,156.0,1.9950495049504953,5,Spring,False,False
T00435,2023-09-25,CUST544,Male,50.0,Home & Kitchen,Cookware,1,1106,747.0,1106,747,Gujarat,57,56,359,32.45931283905967,56.5,1.5325497287522605,9,Fall,False,False
T00436,2023-06-02,CUST958,Male,40.0,Electronics,Laptops,2,373,332.0,746,664,Gujarat,133,131,82,10.991957104557642,132.0,5.3083109919571045,6,Summer,True,False
T00437,2023-12-04,CUST757,Male,19.0,Home & Kitchen,Furniture,4,571,445.0,2284,1780,Tamil Nadu,131,127,504,22.066549912434326,129.0,1.750875656742557,12,Winter,False,False
T00438,2023-05-27,CUST850,Female,45.0,Sports,Fitness,4,876,776.0,3504,3104,Delhi,171,167,400,11.415525114155251,169.0,1.495148401826484,5,Spring,False,False
T00439,2023-08-31,CUST754,Male,58.0,Clothing,Shirts,3,640,471.0,1920,1413,Maharashtra,100,97,507,26.406249999999996,98.5,1.5903645833333333,8,Summer,False,False
T00440,2023-11-27,CUST365,Female,31.0,Beauty,Haircare,2,258,225.0,516,450,Uttar Pradesh,88,86,66,12.790697674418606,87.0,5.058139534883721,11,Fall,True,False
T00441,2023-01-28,CUST870,Female,37.0,Beauty,Skincare,2,305,209.0,610,418,Maharashtra,180,178,192,31.475409836065577,179.0,9.096721311475411,1,Winter,False,False
T00442,2023-12-16,CUST395,Male,19.0,Home & Kitchen,Cookware,1,952,725.0,952,725,Delhi,114,113,227,23.844537815126053,113.5,3.695903361344538,12,Winter,False,False
T00443,2023-11-07,CUST912,Male,32.0,Sports,Outdoor,2,1308,919.0,2616,1838,Karnataka,176,174,778,29.740061162079513,175.0,2.006880733944954,11,Fall,False,False
T00444,2023-08-11,CUST378,Male,41.0,Sports,Outdoor,1,202,161.0,202,161,Maharashtra,156,155,41,20.2970297029703,155.5,23.863861386138613,8,Summer,True,False
T00445,2023-05-26,CUST519,Male,52.0,Clothing,T-Shirts,1,425,348.0,425,348,Uttar Pradesh,171,170,77,18.11764705882353,170.5,12.436470588235295,5,Spring,True,False
T00446,2023-01-30,CUST287,Male,51.0,Home & Kitchen,Furniture,4,1212,840.0,4848,3360,Maharashtra,128,124,1488,30.693069306930692,126.0,0.8056930693069307,1,Winter,False,False
T00447,2023-02-10,CUST162,Male,40.0,Electronics,Mobiles,4,995,901.0,3980,3604,Maharashtra,106,102,376,9.447236180904522,104.0,0.7316582914572864,2,Winter,False,False
T00448,2023-04-28,CUST711,Male,50.0,Home & Kitchen,Cookware,4,510,437.0,2040,1748,Maharashtra,56,52,292,14.313725490196077,54.0,0.7941176470588235,4,Spring,False,False
T00449,2023-07-15,CUST520,Female,18.0,Sports,Fitness,1,1177,952.0,1177,952,Uttar Pradesh,195,194,225,19.11639762107052,194.5,5.122769753610875,7,Summer,False,False
T00450,2023-05-06,CUST494,Female,55.0,Electronics,Laptops,4,804,645.0,3216,2580,Gujarat,165,161,636,19.776119402985074,163.0,1.5712064676616917,5,Spring,False,False
T00451,2023-07-23,CUST585,Male,18.0,Electronics,Mobiles,3,832,719.0,2496,2157,Delhi,118,115,339,13.581730769230768,116.5,1.446915064102564,7,Summer,False,False
T00452,2023-12-10,CUST542,Male,20.0,Beauty,Skincare,3,253,222.0,759,666,Maharashtra,156,153,93,12.25296442687747,154.5,6.310276679841897,12,Winter,True,False
T00453,2023-08-22,CUST662,Male,23.0,Beauty,Haircare,3,301,232.0,903,696,Tamil Nadu,171,168,207,22.92358803986711,169.5,5.818936877076412,8,Summer,False,False
T00454,2023-05-05,CUST648,Male,59.0,Beauty,Haircare,4,557,383.0,2228,1532,Uttar Pradesh,67,63,696,31.23877917414722,65.0,0.9043985637342908,5,Spring,False,False
T00455,2023-07-20,CUST468,Male,46.0,Sports,Fitness,1,750,646.0,750,646,Karnataka,194,193,104,13.866666666666665,193.5,7.997999999999999,7,Summer,True,False
T00456,2023-04-19,CUST835,Female,39.0,Home & Kitchen,Cookware,4,1268,982.0,5072,3928,Maharashtra,190,186,1144,22.555205047318612,188.0,1.11198738170347,4,Spring,False,False
T00457,2023-06-11,CUST464,Male,39.0,Home & Kitchen,Decor,1,1085,850.0,1085,850,Karnataka,91,90,235,21.658986175115206,90.5,2.502304147465438,6,Summer,False,False
T00458,2023-12-20,CUST515,Male,38.0,Clothing,Jeans,2,847,710.0,1694,1420,Delhi,188,186,274,16.174734356552538,187.0,3.422077922077922,12,Winter,False,False
T00459,2023-12-25,CUST935,Female,18.0,Sports,Fitness,4,937,625.0,3748,2500,Uttar Pradesh,190,186,1248,33.29775880469584,188.0,1.5549626467449307,12,Winter,False,False
T00460,2023-04-21,CUST965,Female,28.0,Electronics,Laptops,4,691,462.0,2764,1848,Uttar Pradesh,131,127,916,33.140376266280754,129.0,1.4001447178002893,4,Spring,False,False
T00461,2023-04-14,CUST313,Female,41.0,Beauty,Haircare,2,717,515.0,1434,1030,Uttar Pradesh,57,55,404,28.172942817294285,56.0,1.1715481171548119,4,Spring,False,False
T00462,2023-10-11,CUST616,Male,34.0,Sports,Outdoor,1,701,589.0,701,589,Uttar Pradesh,113,112,112,15.977175463623395,112.5,4.9750356633380886,10,Fall,True,False
T00463,2023-04-01,CUST216,Male,51.0,Electronics,Mobiles,3,537,418.0,1611,1254,Delhi,198,195,357,22.160148975791433,196.5,3.6592178770949717,4,Spring,False,False
T00464,2023-09-03,CUST494,Male,56.0,Home & Kitchen,Cookware,4,209,152.0,836,608,Karnataka,95,91,228,27.27272727272727,93.0,3.3373205741626792,9,Fall,False,False
T00465,2023-01-12,CUST681,Female,34.0,Sports,Sportswear,3,771,516.0,2313,1548,Delhi,101,98,765,33.07392996108949,99.5,1.3335495028102033,1,Winter,False,False
T00466,2023-12-18,CUST681,Female,53.0,Sports,Fitness,2,756,570.0,1512,1140,Gujarat,192,190,372,24.6031746031746,191.0,3.916005291005291,12,Winter,False,False
T00467,2023-07-22,CUST803,Male,34.0,Electronics,Laptops,3,1161,905.0,3483,2715,Karnataka,141,138,768,22.049956933677866,139.5,1.2416020671834624,7,Summer,False,False
T00468,2023-06-24,CUST850,Male,21.0,Clothing,Shirts,3,1134,960.0,3402,2880,Maharashtra,122,119,522,15.343915343915343,120.5,1.062610229276896,6,Summer,False,False
T00469,2023-11-24,CUST215,Male,34.0,Electronics,Mobiles,1,1257,862.0,1257,862,Delhi,196,195,395,31.424025457438344,195.5,4.665871121718377,11,Fall,False,False
T00470,2023-03-04,CUST905,Male,20.0,Sports,Outdoor,3,190,128.0,570,384,Karnataka,80,77,186,32.631578947368425,78.5,4.269298245614035,3,Spring,False,False
T00471,2023-07-27,CUST213,Male,49.0,Sports,Outdoor,2,999,719.0,1998,1438,Gujarat,103,101,560,28.02802802802803,102.0,1.5825825825825826,7,Summer,False,False
T00472,2023-10-25,CUST419,Female,38.0,Beauty,Haircare,4,1033,838.0,4132,3352,Maharashtra,84,80,780,18.87705711519845,82.0,0.6151984511132624,10,Fall,False,False
T00473,2023-07-03,CUST385,Male,47.0,Beauty,Haircare,3,1170,991.0,3510,2973,Delhi,75,72,537,15.2991452991453,73.5,0.6491452991452992,7,Summer,False,False
T00474,2023-04-23,CUST587,Male,24.0,Sports,Outdoor,2,157,113.0,314,226,Maharashtra,74,72,88,28.02547770700637,73.0,6.974522292993631,4,Spring,True,False
T00475,2023-02-06,CUST100,Male,32.0,Electronics,Accessories,1,155,105.0,155,105,Tamil Nadu,177,176,50,32.25806451612903,176.5,31.883870967741935,2,Winter,True,False
T00476,2023-07-20,CUST226,Male,18.0,Beauty,Haircare,4,834,730.0,3336,2920,Karnataka,72,68,416,12.470023980815348,70.0,0.6504796163069545,7,Summer,False,False
T00477,2023-09-22,CUST901,Male,31.0,Clothing,Shirts,4,798,719.0,3192,2876,Delhi,124,120,316,9.899749373433583,122.0,1.1466165413533833,9,Fall,False,False
T00478,2023-12-21,CUST683,Male,20.0,Home & Kitchen,Decor,2,1224,827.0,2448,1654,Tamil Nadu,83,81,794,32.43464052287582,82.0,1.0383986928104576,12,Winter,False,False
T00479,2023-02-14,CUST672,Female,36.0,Electronics,Accessories,3,1211,882.0,3633,2646,Tamil Nadu,194,191,987,27.167630057803464,192.5,1.4836223506743738,2,Winter,False,False
T00480,2023-06-11,CUST845,Female,33.0,Clothing,Jackets,2,164,145.0,328,290,Tamil Nadu,62,60,38,11.585365853658537,61.0,5.579268292682927,6,Summer,True,False
T00481,2023-07-03,CUST210,Female,48.0,Home & Kitchen,Furniture,4,1106,877.0,4424,3508,Uttar Pradesh,169,165,916,20.70524412296564,167.0,1.1702079566003616,7,Summer,False,False
T00482,2023-02-24,CUST126,Male,46.0,Sports,Fitness,3,629,529.0,1887,1587,Delhi,62,59,300,15.89825119236884,60.5,0.8977212506624271,2,Winter,False,False
T00483,2023-01-21,CUST502,Female,36.0,Beauty,Skincare,1,921,784.0,921,784,Tamil Nadu,72,71,137,14.87513572204126,71.5,2.4066232356134636,1,Winter,False,False
T00484,2023-02-01,CUST545,Female,27.0,Beauty,Makeup,2,1109,839.0,2218,1678,Delhi,197,195,540,24.346257889990984,196.0,2.474301172227232,2,Winter,False,False
T00485,2023-06-09,CUST981,Male,31.0,Clothing,T-Shirts,2,1061,743.0,2122,1486,Karnataka,128,126,636,29.971724787935912,127.0,1.7954759660697455,6,Summer,False,False
T00486,2023-01-22,CUST129,Female,21.0,Beauty,Skincare,1,1284,925.0,1284,925,Karnataka,61,60,359,27.9595015576324,60.5,1.460669781931464,1,Winter,False,False
T00487,2023-04-29,CUST389,Male,35.0,Sports,Outdoor,4,748,667.0,2992,2668,Maharashtra,98,94,324,10.828877005347595,96.0,0.9625668449197861,4,Spring,False,False
T00488,2023-03-20,CUST540,Male,48.0,Electronics,Accessories,1,627,560.0,627,560,Delhi,145,144,67,10.685805422647528,144.5,7.144338118022328,3,Spring,True,False
T00489,2023-08-02,CUST393,Male,34.0,Beauty,Skincare,3,804,625.0,2412,1875,Delhi,183,180,537,22.263681592039802,181.5,2.3327114427860693,8,Summer,False,False
T00490,2023-11-21,CUST988,Female,46.0,Home & Kitchen,Decor,4,239,192.0,956,768,Gujarat,196,192,188,19.665271966527197,194.0,6.087866108786611,11,Fall,False,False
T00491,2023-05-17,CUST773,Male,21.0,Clothing,T-Shirts,4,1354,916.0,5416,3664,Karnataka,132,128,1752,32.348596750369275,130.0,0.7440915805022156,5,Spring,False,False
T00492,2023-06-26,CUST297,Female,29.0,Electronics,Accessories,3,248,180.0,744,540,Karnataka,109,106,204,27.419354838709676,107.5,4.334677419354839,6,Summer,False,False
T00493,2023-08-05,CUST731,Male,27.0,Sports,Sportswear,3,347,250.0,1041,750,Uttar Pradesh,62,59,291,27.953890489913547,60.5,1.8016330451488953,8,Summer,False,False
T00494,2023-04-11,CUST635,Female,28.0,Beauty,Skincare,1,1047,709.0,1047,709,Karnataka,70,69,338,32.28271251193887,69.5,1.991404011461318,4,Spring,False,False
T00495,2023-12-06,CUST822,Female,29.0,Clothing,T-Shirts,1,178,143.0,178,143,Karnataka,97,96,35,19.662921348314608,96.5,16.8061797752809,12,Winter,True,False
T00496,2023-12-25,CUST639,Female,58.0,Beauty,Skincare,3,606,512.0,1818,1536,Tamil Nadu,154,151,282,15.51155115511551,152.5,2.60038503850385,12,Winter,False,False
T00497,2023-01-13,CUST309,Male,54.0,Home & Kitchen,Furniture,1,658,474.0,658,474,Delhi,186,185,184,27.96352583586626,185.5,8.73936170212766,1,Winter,False,False
T00498,2023-11-25,CUST265,Male,28.0,Electronics,Accessories,2,1058,892.0,2116,1784,Gujarat,158,156,332,15.689981096408317,157.0,2.225897920604915,11,Fall,False,False
T00499,2023-12-09,CUST272,Male,51.0,Beauty,Skincare,1,303,223.0,303,223,Gujarat,67,66,80,26.4026402640264,66.5,6.803630363036304,12,Winter,True,False
T00500,2023-01-03,CUST127,Female,23.0,Sports,Outdoor,4,202,147.0,808,588,Karnataka,103,99,220,27.22772277227723,101.0,3.8749999999999996,1,Winter,False,False
T00501,2023-03-06,CUST455,Female,38.0,Sports,Fitness,4,190,139.0,760,556,Delhi,98,94,204,26.842105263157894,96.0,3.9157894736842107,3,Spring,False,False
T00502,2023-04-28,CUST153,Male,27.0,Home & Kitchen,Cookware,1,489,341.0,489,341,Maharashtra,95,94,148,30.265848670756647,94.5,5.7975460122699385,4,Spring,True,False
T00503,2023-01-13,CUST776,Male,55.0,Electronics,Accessories,4,1182,854.0,4728,3416,Maharashtra,191,187,1312,27.749576988155667,189.0,1.239213197969543,1,Winter,False,False
T00504,2023-05-18,CUST774,Female,42.0,Home & Kitchen,Furniture,3,609,464.0,1827,1392,Tamil Nadu,165,162,435,23.809523809523807,163.5,2.7742200328407223,5,Spring,False,False
T00505,2023-01-24,CUST640,Male,42.0,Home & Kitchen,Cookware,4,173,137.0,692,548,Uttar Pradesh,114,110,144,20.809248554913296,112.0,5.017341040462427,1,Winter,True,False
T00506,2023-12-06,CUST218,Female,45.0,Home & Kitchen,Furniture,4,1041,796.0,4164,3184,Tamil Nadu,76,72,980,23.535062439961578,74.0,0.5509125840537945,12,Winter,False,False
T00507,2023-06-30,CUST781,Female,47.0,Electronics,Accessories,1,251,208.0,251,208,Maharashtra,82,81,43,17.131474103585656,81.5,9.741035856573705,6,Summer,True,False
T00508,2023-02-24,CUST618,Male,29.0,Sports,Sportswear,4,835,611.0,3340,2444,Karnataka,184,180,896,26.82634730538922,182.0,1.5257485029940119,2,Winter,False,False
T00509,2023-08-16,CUST722,Female,26.0,Beauty,Skincare,4,1284,909.0,5136,3636,Maharashtra,94,90,1500,29.205607476635514,92.0,0.5552959501557632,8,Summer,False,False
T00510,2023-08-02,CUST158,Female,21.0,Home & Kitchen,Furniture,4,190,159.0,760,636,Gujarat,147,143,124,16.315789473684212,145.0,5.9144736842105265,8,Summer,True,False
T00511,2023-08-14,CUST511,Male,30.0,Clothing,Shirts,3,210,154.0,630,462,Gujarat,53,50,168,26.666666666666668,51.5,2.534126984126984,8,Summer,False,False
T00512,2023-03-31,CUST203,Female,26.0,Home & Kitchen,Cookware,3,1207,807.0,3621,2421,Delhi,124,121,1200,33.140016570008285,122.5,1.0487434410383871,3,Spring,False,False
T00513,2023-05-23,CUST899,Male,45.0,Home & Kitchen,Decor,2,511,429.0,1022,858,Karnataka,155,153,164,16.046966731898237,154.0,4.671232876712328,5,Spring,False,False
T00514,2023-01-26,CUST124,Female,27.0,Beauty,Skincare,3,719,620.0,2157,1860,Gujarat,153,150,297,13.76912378303199,151.5,2.177329624478442,1,Winter,False,False
T00515,2023-03-09,CUST962,Male,45.0,Clothing,T-Shirts,3,413,334.0,1239,1002,Uttar Pradesh,101,98,237,19.128329297820823,99.5,2.4895076674737693,3,Spring,False,False
T00516,2023-04-12,CUST315,Female,48.0,Beauty,Skincare,1,992,721.0,992,721,Karnataka,163,162,271,27.318548387096776,162.5,4.914314516129032,4,Spring,False,False
T00517,2023-01-05,CUST695,Female,58.0,Beauty,Skincare,3,177,140.0,531,420,Uttar Pradesh,64,61,111,20.903954802259886,62.5,3.6487758945386064,1,Winter,False,False
T00518,2023-08-12,CUST672,Male,38.0,Clothing,T-Shirts,2,204,169.0,408,338,Uttar Pradesh,135,133,70,17.15686274509804,134.0,10.181372549019608,8,Summer,True,False
T00519,2023-07-29,CUST689,Male,27.0,Electronics,Accessories,2,547,490.0,1094,980,Uttar Pradesh,55,53,114,10.420475319926874,54.0,1.530164533820841,7,Summer,False,False
T00520,2023-04-03,CUST619,Female,50.0,Sports,Fitness,1,1393,983.0,1393,983,Maharashtra,60,59,410,29.432878679109837,59.5,1.2814070351758795,4,Spring,False,False
T00521,2023-12-17,CUST767,Male,23.0,Sports,Sportswear,1,410,277.0,410,277,Maharashtra,97,96,133,32.4390243902439,96.5,7.296341463414634,12,Winter,True,False
