Transaction_ID,Date,Customer_ID,Gender,Age,Category,Sub-Category,Quantity,Unit_Price,Cost_Price,Total_Sales,Total Cost,Region,Opening_Inventory,Closing_Inventory
T00255,7/26/2023,CUST452,Female,24,Electronics,Mobiles,4,381,257,1524,1028,Delhi,73,69
T00256,10/20/2023,CUST615,Female,45,Beauty,Skincare,4,1030,791,4120,3164,Delhi,99,95
T00257,6/26/2023,CUST707,Female,58,Clothing,Shirts,4,159,126,636,504,Gujarat,115,111
T00258,12/1/2023,CUST517,Female,53,Home & Kitchen,Decor,2,1032,690,2064,1380,Maharashtra,174,172
T00259,9/25/2023,CUST742,Male,35,Sports,Fitness,4,1018,852,4072,3408,Uttar Pradesh,75,71
T00260,1/8/2023,CUST199,Female,47,Sports,Sportswear,3,836,669,2508,2007,Karnataka,51,48
T00261,10/20/2023,CUST936,Female,55,Electronics,Accessories,1,562,493,562,493,Gujarat,174,173
T00262,4/21/2023,CUST113,Male,56,Sports,Sportswear,1,793,696,793,696,Uttar Pradesh,194,193
T00263,12/11/2023,CUST127,Male,19,Clothing,T-Shirts,3,850,691,2550,2073,Maharashtra,94,91
T00264,10/30/2023,CUST386,Male,28,Clothing,Jeans,2,194,166,388,332,Tamil Nadu,142,140
T00265,9/23/2023,CUST943,Male,47,Clothing,T-Shirts,1,585,488,585,488,Tamil Nadu,50,49
T00266,11/9/2023,CUST675,Female,37,Clothing,Jackets,4,185,133,740,532,Tamil Nadu,98,94
T00267,4/30/2023,CUST655,Male,45,Home & Kitchen,Decor,3,1042,881,3126,2643,Gujarat,197,194
T00268,11/30/2023,CUST741,Male,26,Clothing,Jeans,3,345,308,1035,924,Gujarat,50,47
T00269,4/29/2023,CUST134,,23,Sports,Outdoor,1,1153,940,1153,940,Gujarat,61,60
T00270,10/3/2023,CUST792,Male,41,Beauty,Skincare,3,155,104,465,312,Karnataka,99,96
T00271,10/12/2023,CUST284,Male,56,Beauty,Haircare,3,430,329,1290,987,Tamil Nadu,87,84
T00272,12/6/2023,CUST250,Male,33,Sports,Fitness,2,386,282,772,564,Maharashtra,134,132
T00273,5/9/2023,CUST875,Male,46,Electronics,Laptops,4,462,311,1848,1244,Delhi,83,79
T00274,7/12/2023,CUST410,Male,43,Home & Kitchen,Decor,3,929,715,2787,2145,Tamil Nadu,194,191
T00275,1/26/2023,CUST747,Male,57,Sports,Outdoor,1,188,127,188,127,Maharashtra,95,94
T00276,10/16/2023,CUST100,Male,36,Beauty,Makeup,3,871,693,2613,2079,Gujarat,118,115
T00277,12/27/2023,CUST701,Male,45,Home & Kitchen,Cookware,2,1119,999,2238,1998,Delhi,122,120
T00278,6/10/2023,CUST780,Female,42,Sports,Outdoor,4,883,777,3532,3108,Delhi,117,113
T00279,4/8/2023,CUST480,Female,55,Beauty,Haircare,2,1190,933,2380,1866,Gujarat,131,129
T00280,10/6/2023,CUST950,Female,28,Clothing,Jeans,1,274,208,274,208,Maharashtra,138,137
T00281,8/1/2023,CUST754,Female,18,Clothing,Jackets,4,860,649,3440,2596,Maharashtra,196,192
T00282,11/12/2023,CUST704,Male,42,Home & Kitchen,Decor,1,392,314,392,314,Karnataka,151,150
T00283,9/24/2023,CUST966,Male,25,Sports,Fitness,2,952,678,1904,1356,Uttar Pradesh,58,56
T00284,1/3/2023,CUST184,Male,43,Clothing,T-Shirts,4,733,567,2932,2268,Maharashtra,166,162
T00285,8/9/2023,CUST253,Male,42,Home & Kitchen,Furniture,4,307,234,1228,936,Karnataka,93,89
T00286,8/16/2023,CUST882,Female,40,Beauty,Skincare,2,1070,772,2140,1544,Maharashtra,70,68
T00287,4/17/2023,CUST435,Female,32,Beauty,Skincare,1,863,689,863,689,Gujarat,117,116
T00288,10/4/2023,CUST240,Male,39,Electronics,Accessories,3,248,191,744,573,Gujarat,166,163
T00289,2/21/2023,CUST593,Male,44,Clothing,T-Shirts,1,1082,823,1082,823,Maharashtra,193,192
T00290,4/16/2023,CUST519,Male,47,Sports,Outdoor,2,686,460,1372,920,Gujarat,139,137
T00291,12/11/2023,CUST449,Female,28,Sports,Fitness,3,836,713,2508,2139,Tamil Nadu,190,187
T00292,6/8/2023,CUST682,Male,59,Beauty,Makeup,1,491,331,491,331,Karnataka,167,166
T00293,9/20/2023,CUST921,Female,18,Beauty,Haircare,4,188,139,752,556,Maharashtra,172,168
T00294,5/21/2023,CUST986,Male,39,Electronics,Laptops,2,754,564,1508,1128,Karnataka,75,73
T00295,1/9/2023,CUST882,Female,27,Electronics,Accessories,4,675,470,2700,1880,Maharashtra,121,117
T00296,6/1/2023,CUST819,Female,43,Clothing,Jackets,3,971,802,2913,2406,Tamil Nadu,68,65
T00297,4/10/2023,CUST159,Male,56,Beauty,Skincare,2,1166,829,2332,1658,Delhi,118,116
T00298,6/24/2023,CUST660,,52,Clothing,Shirts,4,1040,877,4160,3508,Karnataka,199,195
T00299,10/20/2023,CUST754,Male,52,Beauty,Skincare,4,387,286,1548,1144,Maharashtra,127,123
T00300,3/18/2023,CUST608,Male,42,Beauty,Makeup,2,465,347,930,694,Karnataka,195,193
T00301,11/19/2023,CUST653,Female,56,Electronics,Mobiles,1,1082,723,1082,723,Tamil Nadu,95,94
T00302,1/19/2023,CUST679,Female,43,Home & Kitchen,Cookware,2,751,621,1502,1242,Karnataka,85,83
T00303,8/20/2023,CUST840,Female,50,Beauty,Skincare,4,335,273,1340,1092,Uttar Pradesh,172,168
T00304,3/11/2023,CUST524,Female,56,Electronics,Accessories,4,714,498,2856,1992,Maharashtra,54,50
T00305,1/27/2023,CUST259,Female,38,Home & Kitchen,Furniture,4,1214,892,4856,3568,Karnataka,93,89
T00306,2/27/2023,CUST358,Female,39,Beauty,Skincare,2,184,147,368,294,Gujarat,151,149
T00307,7/28/2023,CUST902,Male,51,Home & Kitchen,Cookware,3,583,519,1749,1557,Gujarat,93,90
T00308,2/5/2023,CUST552,Male,30,Electronics,Accessories,1,851,721,851,721,Karnataka,155,154
T00309,6/7/2023,CUST732,Male,33,Beauty,Haircare,4,564,413,2256,1652,Delhi,52,48
T00310,5/24/2023,CUST641,Male,40,Beauty,Makeup,4,1082,977,4328,3908,Maharashtra,153,149
T00311,9/5/2023,CUST463,Male,18,Home & Kitchen,Furniture,1,801,704,801,704,Maharashtra,199,198
T00312,8/19/2023,CUST899,Male,50,Clothing,T-Shirts,1,1192,843,1192,843,Maharashtra,191,190
T00313,10/19/2023,CUST580,Female,40,Clothing,Jackets,2,510,408,1020,816,Tamil Nadu,51,49
T00314,9/6/2023,CUST548,Male,28,Electronics,Mobiles,3,585,457,1755,1371,Delhi,104,101
T00315,9/19/2023,CUST518,Female,39,Sports,Fitness,3,819,617,2457,1851,Delhi,61,58
T00316,8/27/2023,CUST660,Female,59,Clothing,Jackets,2,1047,836,2094,1672,Uttar Pradesh,183,181
T00317,3/8/2023,CUST947,Female,24,Clothing,T-Shirts,4,1029,837,4116,3348,Maharashtra,115,111
T00318,12/13/2023,CUST229,Male,52,Beauty,Haircare,2,1278,962,2556,1924,Karnataka,59,57
T00319,1/25/2023,CUST892,Male,50,Home & Kitchen,Furniture,4,746,646,2984,2584,Uttar Pradesh,129,125
T00320,11/6/2023,CUST337,,20,Sports,Fitness,3,532,459,1596,1377,Maharashtra,166,163
T00321,1/25/2023,CUST178,Male,21,Beauty,Skincare,1,884,595,884,595,Maharashtra,145,144
T00322,4/2/2023,CUST752,Male,48,Home & Kitchen,Decor,2,1076,888,2152,1776,Gujarat,183,181
T00323,6/9/2023,CUST960,Male,19,Sports,Outdoor,4,537,428,2148,1712,Maharashtra,54,50
T00324,9/23/2023,CUST444,Male,19,Beauty,Makeup,2,1118,995,2236,1990,Uttar Pradesh,105,103
T00325,3/24/2023,CUST198,Male,38,Beauty,Skincare,1,970,804,970,804,Delhi,56,55
T00326,3/21/2023,CUST499,Male,50,Sports,Outdoor,4,798,670,3192,2680,Gujarat,150,146
T00327,12/25/2023,CUST479,Female,46,Home & Kitchen,Cookware,4,993,690,3972,2760,Maharashtra,112,108
T00328,4/26/2023,CUST802,,52,Clothing,Jackets,3,741,573,2223,1719,Tamil Nadu,135,132
T00329,5/13/2023,CUST609,Female,19,Electronics,Accessories,2,591,533,1182,1066,Karnataka,128,126
T00330,5/29/2023,CUST749,Male,40,Home & Kitchen,Decor,2,365,271,730,542,Gujarat,62,60
T00331,8/1/2023,CUST341,Male,38,Clothing,Shirts,1,1219,821,1219,821,Delhi,188,187
T00332,7/10/2023,CUST407,Male,43,Beauty,Skincare,2,289,235,578,470,Uttar Pradesh,131,129
T00333,8/20/2023,CUST326,Female,58,Clothing,Shirts,1,584,455,584,455,Karnataka,70,69
T00334,2/11/2023,CUST496,Male,58,Home & Kitchen,Decor,4,991,808,3964,3232,Maharashtra,178,174
T00335,5/10/2023,CUST671,Female,46,Electronics,Laptops,1,956,857,956,857,Gujarat,70,69
T00336,10/11/2023,CUST814,Female,51,Clothing,Jackets,4,1227,906,4908,3624,Maharashtra,128,124
T00337,12/9/2023,CUST955,Female,36,Sports,Fitness,1,997,764,997,764,Karnataka,150,149
T00338,1/8/2023,CUST944,Female,25,Home & Kitchen,Furniture,1,1052,772,1052,772,Uttar Pradesh,66,65
T00339,5/13/2023,CUST247,Male,38,Beauty,Skincare,4,509,418,2036,1672,Maharashtra,188,184
T00340,7/30/2023,CUST490,Male,45,Electronics,Laptops,3,292,257,876,771,Karnataka,143,140
T00341,12/18/2023,CUST619,Female,27,Electronics,Accessories,2,228,174,456,348,Maharashtra,130,128
T00342,8/11/2023,CUST747,Male,57,Clothing,T-Shirts,1,1337,978,1337,978,Karnataka,98,97
T00343,10/19/2023,CUST481,Female,21,Clothing,T-Shirts,2,241,162,482,324,Maharashtra,168,166
T00344,7/9/2023,CUST866,Male,27,Clothing,Jeans,1,274,213,274,213,Maharashtra,51,50
T00345,9/26/2023,CUST792,Male,49,Electronics,Accessories,3,766,569,2298,1707,Uttar Pradesh,60,57
T00346,1/10/2023,CUST882,Male,34,Home & Kitchen,Furniture,4,727,639,2908,2556,Karnataka,108,104
T00347,11/30/2023,CUST223,Female,42,Sports,Outdoor,2,1135,949,2270,1898,Uttar Pradesh,81,79
T00348,6/23/2023,CUST212,Male,38,Clothing,T-Shirts,3,864,704,2592,2112,Uttar Pradesh,88,85
T00349,9/25/2023,CUST332,Female,35,Home & Kitchen,Cookware,1,1001,780,1001,780,Karnataka,185,184
T00350,10/29/2023,CUST459,Female,24,Clothing,Jackets,3,809,691,2427,2073,Gujarat,135,132
T00351,5/30/2023,CUST334,Male,42,Beauty,Skincare,2,815,586,1630,1172,Tamil Nadu,51,49
T00352,1/29/2023,CUST312,Female,32,Home & Kitchen,Cookware,4,991,836,3964,3344,Karnataka,137,133
T00353,2/13/2023,CUST560,Male,39,Clothing,T-Shirts,3,1093,782,3279,2346,Uttar Pradesh,52,49
T00354,7/10/2023,CUST729,Male,36,Clothing,Shirts,3,1044,720,3132,2160,Gujarat,160,157
T00355,10/8/2023,CUST227,Male,54,Beauty,Skincare,3,324,245,972,735,Karnataka,121,118
T00356,5/9/2023,CUST975,Female,22,Sports,Sportswear,3,1131,993,3393,2979,Uttar Pradesh,113,110
T00357,12/28/2023,CUST965,Male,42,Clothing,T-Shirts,2,1095,768,2190,1536,Tamil Nadu,115,113
T00358,4/22/2023,CUST112,Female,26,Clothing,Jackets,4,823,572,3292,2288,Delhi,107,103
T00359,2/23/2023,CUST111,Female,34,Beauty,Haircare,2,419,282,838,564,Gujarat,170,168
T00360,1/20/2023,CUST686,Male,33,Beauty,Makeup,3,1105,858,3315,2574,Uttar Pradesh,150,147
T00361,7/5/2023,CUST231,Female,21,Home & Kitchen,Cookware,4,952,802,3808,3208,Maharashtra,86,82
T00362,8/18/2023,CUST568,Male,57,Sports,Outdoor,3,139,103,417,309,Delhi,53,50
T00363,7/7/2023,CUST156,Male,37,Home & Kitchen,Cookware,1,813,629,813,629,Gujarat,63,62
T00364,1/3/2023,CUST827,Male,54,Clothing,Jackets,4,418,303,1672,1212,Uttar Pradesh,169,165
T00365,9/11/2023,CUST635,Female,51,Beauty,Haircare,2,996,824,1992,1648,Karnataka,109,107
T00366,11/1/2023,CUST418,Male,36,Clothing,Jackets,2,1015,726,2030,1452,Delhi,107,105
T00367,4/27/2023,CUST967,Female,36,Home & Kitchen,Furniture,4,501,436,2004,1744,Maharashtra,162,158
T00368,7/2/2023,CUST580,Female,35,Beauty,Skincare,3,400,299,1200,897,Karnataka,96,93
T00369,11/9/2023,CUST217,Male,50,Electronics,Laptops,1,875,674,875,674,Uttar Pradesh,96,95
T00370,7/17/2023,CUST658,Female,31,Electronics,Mobiles,4,592,445,2368,1780,Uttar Pradesh,193,189
T00371,11/21/2023,CUST604,Male,27,Beauty,Makeup,2,343,249,686,498,Delhi,143,141
T00372,9/11/2023,CUST729,Male,23,Electronics,Mobiles,1,1324,937,1324,937,Gujarat,196,195
T00373,2/4/2023,CUST401,Male,43,Clothing,Shirts,3,564,439,1692,1317,Karnataka,98,95
T00374,3/15/2023,CUST803,Male,22,Sports,Outdoor,4,249,220,996,880,Delhi,88,84
T00375,5/9/2023,CUST891,Male,53,Sports,Outdoor,2,180,152,360,304,Uttar Pradesh,157,155
T00376,7/7/2023,CUST668,Male,48,Electronics,Laptops,4,1025,691,4100,2764,Uttar Pradesh,157,153
T00377,4/16/2023,CUST513,Male,39,Electronics,Mobiles,4,421,348,1684,1392,Tamil Nadu,63,59
T00378,4/30/2023,CUST947,Female,33,Electronics,Accessories,2,699,486,1398,972,Maharashtra,119,117
T00379,2/13/2023,CUST940,Female,53,Beauty,Skincare,4,191,142,764,568,Gujarat,156,152
T00380,1/21/2023,CUST295,Male,50,Sports,Outdoor,3,602,413,1806,1239,Uttar Pradesh,197,194
T00381,5/23/2023,CUST298,Female,38,Home & Kitchen,Decor,2,1196,845,2392,1690,Karnataka,191,189
T00382,11/9/2023,CUST264,Male,38,Sports,Fitness,2,320,230,640,460,Gujarat,98,96
T00383,12/11/2023,CUST952,Male,29,Clothing,Jeans,1,294,265,294,265,Gujarat,166,165
T00384,7/15/2023,CUST994,Female,59,Home & Kitchen,Cookware,1,1146,866,1146,866,Uttar Pradesh,130,129
T00385,6/1/2023,CUST672,Male,51,Beauty,Skincare,4,846,751,3384,3004,Tamil Nadu,135,131
T00386,6/26/2023,CUST628,Female,51,Home & Kitchen,Cookware,2,437,304,874,608,Uttar Pradesh,123,121
T00387,12/7/2023,CUST616,Female,19,Electronics,Accessories,2,1183,865,2366,1730,Tamil Nadu,147,145
T00388,5/24/2023,CUST979,Male,56,Beauty,Skincare,2,511,362,1022,724,Gujarat,87,85
T00389,2/28/2023,CUST749,Female,52,Clothing,Jackets,4,1058,815,4232,3260,Uttar Pradesh,81,77
T00390,10/4/2023,CUST631,Female,43,Home & Kitchen,Decor,3,1097,783,3291,2349,Tamil Nadu,192,189
T00391,8/20/2023,CUST312,Male,32,Clothing,Shirts,2,295,245,590,490,Delhi,174,172
T00392,6/17/2023,CUST157,Male,45,Sports,Sportswear,2,795,602,1590,1204,Tamil Nadu,180,178
T00393,2/13/2023,CUST196,Male,59,Sports,Fitness,4,1022,819,4088,3276,Karnataka,72,68
T00394,3/30/2023,CUST478,Female,36,Sports,Sportswear,1,1144,968,1144,968,Delhi,123,122
T00395,1/8/2023,CUST607,Male,45,Beauty,Haircare,1,839,620,839,620,Gujarat,104,103
T00396,2/16/2023,CUST337,Female,57,Home & Kitchen,Furniture,2,334,242,668,484,Uttar Pradesh,61,59
T00397,9/20/2023,CUST947,Male,20,Home & Kitchen,Cookware,1,1108,916,1108,916,Maharashtra,89,88
T00398,8/8/2023,CUST228,Female,25,Beauty,Skincare,1,1085,759,1085,759,Gujarat,150,149
T00399,9/17/2023,CUST465,Female,36,Clothing,T-Shirts,4,287,206,1148,824,Karnataka,168,164
T00400,1/16/2023,CUST228,Male,38,Beauty,Skincare,2,783,671,1566,1342,Delhi,151,149
T00401,8/11/2023,CUST670,Male,44,Sports,Fitness,1,792,604,792,604,Gujarat,74,73
T00402,6/3/2023,CUST481,,22,Home & Kitchen,Decor,3,388,269,1164,807,Gujarat,165,162
T00403,5/14/2023,CUST310,Female,28,Home & Kitchen,Furniture,2,1078,839,2156,1678,Karnataka,180,178
T00404,3/17/2023,CUST575,Male,47,Sports,Outdoor,2,366,320,732,640,Karnataka,83,81
T00405,2/10/2023,CUST406,Female,35,Electronics,Laptops,2,831,652,1662,1304,Gujarat,177,175
T00406,5/30/2023,CUST372,Female,22,Home & Kitchen,Cookware,4,782,524,3128,2096,Uttar Pradesh,82,78
T00407,7/31/2023,CUST992,Female,33,Home & Kitchen,Decor,2,540,393,1080,786,Karnataka,96,94
T00408,7/20/2023,CUST759,Male,18,Electronics,Laptops,4,187,165,748,660,Karnataka,116,112
T00409,1/4/2023,CUST541,Male,42,Sports,Fitness,3,444,375,1332,1125,Uttar Pradesh,106,103
T00410,4/27/2023,CUST401,Male,31,Electronics,Mobiles,4,1243,884,4972,3536,Karnataka,148,144
T00411,9/9/2023,CUST944,Female,32,Home & Kitchen,Cookware,2,994,686,1988,1372,Delhi,140,138
T00412,12/20/2023,CUST987,Female,55,Electronics,Accessories,2,1158,878,2316,1756,Karnataka,84,82
T00413,5/27/2023,CUST641,Male,31,Sports,Outdoor,3,536,480,1608,1440,Karnataka,137,134
T00414,9/27/2023,CUST253,Female,55,Electronics,Laptops,3,297,215,891,645,Uttar Pradesh,159,156
T00415,10/2/2023,CUST812,Male,45,Sports,Sportswear,4,1326,984,5304,3936,Maharashtra,122,118
T00416,9/8/2023,CUST735,Male,36,Home & Kitchen,Decor,3,599,505,1797,1515,Uttar Pradesh,110,107
T00417,6/13/2023,CUST564,Female,47,Electronics,Mobiles,1,143,111,143,111,Gujarat,138,137
T00418,5/22/2023,CUST302,Male,52,Beauty,Makeup,1,517,370,517,370,Tamil Nadu,117,116
T00419,9/21/2023,CUST613,Male,58,Clothing,Jackets,1,924,634,924,634,Tamil Nadu,176,175
T00420,9/12/2023,CUST794,Female,33,Beauty,Makeup,1,1037,854,1037,854,Uttar Pradesh,61,60
T00421,2/4/2023,CUST878,Female,38,Home & Kitchen,Decor,3,832,693,2496,2079,Karnataka,150,147
T00422,6/21/2023,CUST300,Female,26,Clothing,T-Shirts,4,993,882,3972,3528,Uttar Pradesh,114,110
T00423,1/8/2023,CUST400,Female,40,Home & Kitchen,Cookware,3,255,174,765,522,Uttar Pradesh,96,93
T00424,1/15/2023,CUST972,Female,36,Clothing,T-Shirts,2,290,248,580,496,Karnataka,70,68
T00425,11/3/2023,CUST649,Female,37,Electronics,Accessories,1,875,732,875,732,Uttar Pradesh,141,140
T00426,1/28/2023,CUST871,Female,39,Clothing,Jackets,4,733,539,2932,2156,Tamil Nadu,140,136
T00427,12/27/2023,CUST868,Female,25,Sports,Fitness,3,679,466,2037,1398,Karnataka,194,191
T00428,3/2/2023,CUST879,Female,23,Sports,Sportswear,2,1096,917,2192,1834,Delhi,155,153
T00429,4/3/2023,CUST720,Female,52,Electronics,Accessories,4,669,523,2676,2092,Maharashtra,133,129
T00430,11/8/2023,CUST788,Male,30,Home & Kitchen,Decor,1,116,105,116,105,Karnataka,185,184
T00431,2/12/2023,CUST503,Male,50,Electronics,Accessories,2,659,517,1318,1034,Gujarat,111,109
T00432,4/16/2023,CUST462,Female,58,Home & Kitchen,Furniture,1,1014,835,1014,835,Delhi,66,65
T00433,12/10/2023,CUST888,Female,56,Home & Kitchen,Furniture,3,1151,887,3453,2661,Maharashtra,60,57
T00434,5/27/2023,CUST432,Female,18,Beauty,Makeup,4,606,480,2424,1920,Gujarat,158,154
T00435,9/25/2023,CUST544,Male,50,Home & Kitchen,Cookware,1,1106,747,1106,747,Gujarat,57,56
T00436,6/2/2023,CUST958,Male,40,Electronics,Laptops,2,373,332,746,664,Gujarat,133,131
T00437,12/4/2023,CUST757,Male,19,Home & Kitchen,Furniture,4,571,445,2284,1780,Tamil Nadu,131,127
T00438,5/27/2023,CUST850,Female,45,Sports,Fitness,4,876,776,3504,3104,Delhi,171,167
T00439,8/31/2023,CUST754,Male,58,Clothing,Shirts,3,640,471,1920,1413,Maharashtra,100,97
T00440,11/27/2023,CUST365,Female,31,Beauty,Haircare,2,258,225,516,450,Uttar Pradesh,88,86
T00441,1/28/2023,CUST870,Female,37,Beauty,Skincare,2,305,209,610,418,Maharashtra,180,178
T00442,12/16/2023,CUST395,Male,19,Home & Kitchen,Cookware,1,952,725,952,725,Delhi,114,113
T00443,11/7/2023,CUST912,Male,32,Sports,Outdoor,2,1308,919,2616,1838,Karnataka,176,174
T00444,8/11/2023,CUST378,Male,41,Sports,Outdoor,1,202,161,202,161,Maharashtra,156,155
T00445,5/26/2023,CUST519,Male,52,Clothing,T-Shirts,1,425,348,425,348,Uttar Pradesh,171,170
T00446,1/30/2023,CUST287,,51,Home & Kitchen,Furniture,4,1212,840,4848,3360,Maharashtra,128,124
T00447,2/10/2023,CUST162,Male,40,Electronics,Mobiles,4,995,901,3980,3604,Maharashtra,106,102
T00448,4/28/2023,CUST711,Male,50,Home & Kitchen,Cookware,4,510,437,2040,1748,Maharashtra,56,52
T00449,7/15/2023,CUST520,Female,18,Sports,Fitness,1,1177,952,1177,952,Uttar Pradesh,195,194
T00450,5/6/2023,CUST494,Female,55,Electronics,Laptops,4,804,645,3216,2580,Gujarat,165,161
T00451,7/23/2023,CUST585,Male,18,Electronics,Mobiles,3,832,719,2496,2157,Delhi,118,115
T00452,12/10/2023,CUST542,Male,20,Beauty,Skincare,3,253,222,759,666,Maharashtra,156,153
T00453,8/22/2023,CUST662,Male,23,Beauty,Haircare,3,301,232,903,696,Tamil Nadu,171,168
T00454,5/5/2023,CUST648,Male,59,Beauty,Haircare,4,557,383,2228,1532,Uttar Pradesh,67,63
T00455,7/20/2023,CUST468,Male,46,Sports,Fitness,1,750,646,750,646,Karnataka,194,193
T00456,4/19/2023,CUST835,Female,39,Home & Kitchen,Cookware,4,1268,982,5072,3928,Maharashtra,190,186
T00457,6/11/2023,CUST464,Male,39,Home & Kitchen,Decor,1,1085,850,1085,850,Karnataka,91,90
T00458,12/20/2023,CUST515,Male,38,Clothing,Jeans,2,847,710,1694,1420,Delhi,188,186
T00459,12/25/2023,CUST935,Female,18,Sports,Fitness,4,937,625,3748,2500,Uttar Pradesh,190,186
T00460,4/21/2023,CUST965,Female,28,Electronics,Laptops,4,691,462,2764,1848,Uttar Pradesh,131,127
T00461,4/14/2023,CUST313,Female,41,Beauty,Haircare,2,717,515,1434,1030,Uttar Pradesh,57,55
T00462,10/11/2023,CUST616,Male,34,Sports,Outdoor,1,701,589,701,589,Uttar Pradesh,113,112
T00463,4/1/2023,CUST216,Male,51,Electronics,Mobiles,3,537,418,1611,1254,Delhi,198,195
T00464,9/3/2023,CUST494,Male,56,Home & Kitchen,Cookware,4,209,152,836,608,Karnataka,95,91
T00465,1/12/2023,CUST681,Female,34,Sports,Sportswear,3,771,516,2313,1548,Delhi,101,98
T00466,12/18/2023,CUST681,Female,53,Sports,Fitness,2,756,570,1512,1140,Gujarat,192,190
T00467,7/22/2023,CUST803,Male,34,Electronics,Laptops,3,1161,905,3483,2715,Karnataka,141,138
T00468,6/24/2023,CUST850,Male,21,Clothing,Shirts,3,1134,960,3402,2880,Maharashtra,122,119
T00469,11/24/2023,CUST215,Male,34,Electronics,Mobiles,1,1257,862,1257,862,Delhi,196,195
T00470,3/4/2023,CUST905,Male,20,Sports,Outdoor,3,190,128,570,384,Karnataka,80,77
T00471,7/27/2023,CUST213,Male,49,Sports,Outdoor,2,999,719,1998,1438,Gujarat,103,101
T00472,10/25/2023,CUST419,Female,38,Beauty,Haircare,4,1033,838,4132,3352,Maharashtra,84,80
T00473,7/3/2023,CUST385,Male,47,Beauty,Haircare,3,1170,991,3510,2973,Delhi,75,72
T00474,4/23/2023,CUST587,Male,24,Sports,Outdoor,2,157,113,314,226,Maharashtra,74,72
T00475,2/6/2023,CUST100,Male,32,Electronics,Accessories,1,155,105,155,105,Tamil Nadu,177,176
T00476,7/20/2023,CUST226,Male,18,Beauty,Haircare,4,834,730,3336,2920,Karnataka,72,68
T00477,9/22/2023,CUST901,Male,31,Clothing,Shirts,4,798,719,3192,2876,Delhi,124,120
T00478,12/21/2023,CUST683,Male,20,Home & Kitchen,Decor,2,1224,827,2448,1654,Tamil Nadu,83,81
T00479,2/14/2023,CUST672,Female,36,Electronics,Accessories,3,1211,882,3633,2646,Tamil Nadu,194,191
T00480,6/11/2023,CUST845,Female,33,Clothing,Jackets,2,164,145,328,290,Tamil Nadu,62,60
T00481,7/3/2023,CUST210,Female,48,Home & Kitchen,Furniture,4,1106,877,4424,3508,Uttar Pradesh,169,165
T00482,2/24/2023,CUST126,Male,46,Sports,Fitness,3,629,529,1887,1587,Delhi,62,59
T00483,1/21/2023,CUST502,Female,36,Beauty,Skincare,1,921,784,921,784,Tamil Nadu,72,71
T00484,2/1/2023,CUST545,Female,27,Beauty,Makeup,2,1109,839,2218,1678,Delhi,197,195
T00485,6/9/2023,CUST981,Male,31,Clothing,T-Shirts,2,1061,743,2122,1486,Karnataka,128,126
T00486,1/22/2023,CUST129,Female,21,Beauty,Skincare,1,1284,925,1284,925,Karnataka,61,60
T00487,4/29/2023,CUST389,Male,35,Sports,Outdoor,4,748,667,2992,2668,Maharashtra,98,94
T00488,3/20/2023,CUST540,,48,Electronics,Accessories,1,627,560,627,560,Delhi,145,144
T00489,8/2/2023,CUST393,Male,34,Beauty,Skincare,3,804,625,2412,1875,Delhi,183,180
T00490,11/21/2023,CUST988,Female,46,Home & Kitchen,Decor,4,239,192,956,768,Gujarat,196,192
T00491,5/17/2023,CUST773,Male,21,Clothing,T-Shirts,4,1354,916,5416,3664,Karnataka,132,128
T00492,6/26/2023,CUST297,Female,29,Electronics,Accessories,3,248,180,744,540,Karnataka,109,106
T00493,8/5/2023,CUST731,Male,27,Sports,Sportswear,3,347,250,1041,750,Uttar Pradesh,62,59
T00494,4/11/2023,CUST635,Female,28,Beauty,Skincare,1,1047,709,1047,709,Karnataka,70,69
T00495,12/6/2023,CUST822,Female,29,Clothing,T-Shirts,1,178,143,178,143,Karnataka,97,96
T00496,12/25/2023,CUST639,Female,58,Beauty,Skincare,3,606,512,1818,1536,Tamil Nadu,154,151
T00497,1/13/2023,CUST309,Male,54,Home & Kitchen,Furniture,1,658,474,658,474,Delhi,186,185
T00498,11/25/2023,CUST265,Male,28,Electronics,Accessories,2,1058,892,2116,1784,Gujarat,158,156
T00499,12/9/2023,CUST272,Male,51,Beauty,Skincare,1,303,223,303,223,Gujarat,67,66
T00500,1/3/2023,CUST127,Female,23,Sports,Outdoor,4,202,147,808,588,Karnataka,103,99
T00501,3/6/2023,CUST455,Female,38,Sports,Fitness,4,190,139,760,556,Delhi,98,94
T00502,4/28/2023,CUST153,Male,27,Home & Kitchen,Cookware,1,489,341,489,341,Maharashtra,95,94
T00503,1/13/2023,CUST776,Male,55,Electronics,Accessories,4,1182,854,4728,3416,Maharashtra,191,187
T00504,5/18/2023,CUST774,Female,42,Home & Kitchen,Furniture,3,609,464,1827,1392,Tamil Nadu,165,162
T00505,1/24/2023,CUST640,Male,42,Home & Kitchen,Cookware,4,173,137,692,548,Uttar Pradesh,114,110
T00506,12/6/2023,CUST218,Female,45,Home & Kitchen,Furniture,4,1041,796,4164,3184,Tamil Nadu,76,72
T00507,6/30/2023,CUST781,Female,47,Electronics,Accessories,1,251,208,251,208,Maharashtra,82,81
T00508,2/24/2023,CUST618,Male,29,Sports,Sportswear,4,835,611,3340,2444,Karnataka,184,180
T00509,8/16/2023,CUST722,Female,26,Beauty,Skincare,4,1284,909,5136,3636,Maharashtra,94,90
